Episódio;Marca;Título (thumb);Convidado;Status;Bloco;Canva (aberto);Página Canva;Drive (fechado);Arquivo Drive;PNG final (GitHub);YouTube;Título YouTube;Canva original;Observações
#165;Anima Podcast;Carreira de sucesso sem sacrificar sua família;Eduardo Martins;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;17;https://drive.google.com/file/d/1a1zJuL7O2Fy4dk6F8zAmJ_s5hvMEH4gl/view;#165 - Eduardo Martins.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e165.png;https://youtu.be/FEnlK0XVXi4;O segredo da liderança, carreira e família bem-sucedida  | Ep. #165 | com Eduardo Martins;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#164;Anima Podcast;Melhores momentos de 2024;Diogo e Vanessa;Casal novo aplicado;Bloco 9 - Arquivo 2;https://www.canva.com/design/DAHT5IrBs84/edit;2;https://drive.google.com/file/d/1k-w-wTDpn0hiGsAzm37SXnK46dmNKKug/view;#164 - Diogo e Vanessa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e164.png;https://youtu.be/Kf5qRt_jKd0;Retrospectiva 2024: Momentos marcantes da Anima!  | Ep. #164 | com Kenya, Berthaldo, Diogo e Vanessa;https://www.canva.com/design/DAHRFt0VXa4/edit;Drive tem a versão antiga (casal anterior)
#163;Anima Podcast;O verdadeiro significado do Natal;Rafael Brito;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;33;https://drive.google.com/file/d/1lg7qT48SnRvmRG0pDreK60XsPw4uW6fE/view;#163 - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e163.png;https://youtu.be/JpV4Hbv6BBU;O verdadeiro significado do natal  | Ep. #163 | com Rafael Brito;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#162;Anima Podcast;O que houve com Noé e o dilúvio;Edmilson Cruz;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;18;https://drive.google.com/file/d/1sO8HewFG096olman0ypmBIefiih7jSBm/view;#162 - Edmilson Cruz.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e162.png;https://youtu.be/FxsWVO9Ev0I;A história que você não aprende na escola  | Ep. #162 | com Edmilson Cruz;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#161;Anima Podcast;Querer é poder?;José Neto;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;19;https://drive.google.com/file/d/15ra1_hgNMFnL52zAjYSYBSQtnrizKJLe/view;#161 - José Neto.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e161.png;https://youtu.be/THWzAIX7JDo;Querer é poder?  | Ep. #161 | com José Neto;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#160;Anima Podcast;Meu pai morreu 3 vezes;João Brother;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;20;https://drive.google.com/file/d/1-HYtU1B4FnLtDJCRAaN0-Kik8aY5RuUd/view;#160 - João Brother.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e160.png;https://youtu.be/yEQIFbbu76Y;Meu pai morreu 3 vezes!  | Ep. #160 | com João Brother;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#159;Anima Podcast;Das redes de vôlei para as redes de pesca;Amábile Koester;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;21;https://drive.google.com/file/d/1r9_92Kq0fkNCMwhse3LTNfycWWpY-hYj/view;#159 - Amábile Koester.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e159.png;https://youtu.be/gDOiBDbxqQU;Das redes de vôlei para as redes de pesca  | Ep. #159 | com Amábile Tereza Koester;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#158;Anima Podcast;Católico pode ser supersticioso?;Flávio Andrade;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;22;https://drive.google.com/file/d/1vEaMPBdi7eFSjdy-dStkb7DzGgx9XMTO/view;#158 - Flávio Andrade.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e158.png;https://youtu.be/5GxfNVGbecg;Católico pode ser supersticioso?  | Ep. #158 | com Flávio Andrade;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#157;Anima Podcast;O que não te contaram sobre finanças;Matheus Machado;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;3;https://drive.google.com/file/d/1H1U3d0NhFNhMTU0xzKJeEnIXxwSdrQVV/view;#157 - Matheus Machado.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e157.png;https://youtu.be/cFg7fO0oFHY;O que não te contaram sobre finanças | Ep. #157 | com Matheus Machado;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#156;Anima Podcast;Como se preparar para o casamento;André e Karina Parreira;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;9;https://drive.google.com/file/d/13Y6O-HUKfQEUU3AeJZ3bG-dFUSXVNXrj/view;#156 - Andre e Karina Parreira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e156.png;https://youtu.be/sfEqVOROzH4;Como se preparar bem para o casamento | Ep. #156  | com   André e Karina Parreira;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#155;Anima Podcast;A fé que move multidões;Aline Brasil;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;23;https://drive.google.com/file/d/1p2iTrqvQsZDGO4Vb1Ay3o6pjzgOue8b9/view;#155 - Aline Brasil.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e155.png;https://youtu.be/SR6hK-glRMY;Canções que curam | Ep. #155 | com  Aline Brasil;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#154;Anima Podcast;De menino pobre a sacerdote que atrai os jovens;Pe. Tony Moreira;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;24;https://drive.google.com/file/d/11RjKjZZ5DXNlvrhEUhAHmyjm6_PqG0S5/view;#154 - Pe. Tony Moreira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e154.png;https://youtu.be/Zvtj-MppDI4;De menino pobre a sacerdote que atrai os jovens | Ep. #154 | com Pe. Tony Moreira;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#153;Anima Podcast;Ser livre é diferente de ter livre arbítrio;Maria Nazaré;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;25;https://drive.google.com/file/d/1Jmr5PIEKTsYEvqgnakyRv1FptXVogyVE/view;#153 - Maria Nazaré.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e153.png;https://youtu.be/o0GmEWlirck;Os três níveis da liberdade | Ep. #153 | com  Maria Nazaré Lins Barbosa;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#152;Anima Podcast;2ª virgindade? O que é isso?;Andrea Biselli;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;4;https://drive.google.com/file/d/1H_-sL4ChEZfiLBPPfDDnpBLUuWHgxyu4/view;#152 - Andrea Biselli.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e152.png;https://youtu.be/4Hon4ZWVe7U;2ª virgindade? O que é isso? | Ep. #152 | com Andrea Biselli;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#151;Anima Podcast;Casas frias e vazias fazem parte do plano;Rafa e Alex Brasileiro;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;10;https://drive.google.com/file/d/1ObxMXGCtDtp66QtJmu8jcYpzkulkd6ME/view;#151 - Rafa e Alex Brasileiro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e151.png;https://youtu.be/IfhrF2Km7q0;Casas frias e vazias fazem parte de um plano | Ep. #151 | com  Rafa e Alex Brasileiro;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#150;Anima Podcast;Homens frágeis e feminismo;Roberta Castro;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;10;https://drive.google.com/file/d/1k1xnbuLV9ebccHsXLb0LnTX8WtfcLrZt/view;#150 - Roberta Castro.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e150.png;https://youtu.be/3IU7fB7BVlQ;Sexo, filhos e muito mais | Ep. #150 | com  Dra. Roberta Castro;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#149;Anima Podcast;Convertido pelos meus pacientes;Saulo Barbosa;Casal novo aplicado;Bloco 10 - Arquivo 1;https://www.canva.com/design/DAHT5G-VT0s/edit;11;https://drive.google.com/file/d/1B7--_t0MYCryuyqsCVeTA0dy3Oy-6dU-/view;#149 - Saulo Barbosa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e149.png;https://youtu.be/0r2w72v09bA;Descobri a verdade na igreja Católica | Ep. #149 | com Dr. Saulo Barbosa;https://www.canva.com/design/DAHRF2DSDi0/edit;Drive tem a versão antiga (casal anterior)
#148;Anima Podcast;Como perdoei o assassino;Ju Gava;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;26;https://drive.google.com/file/d/1J1frs1I4adnTKRaoBEHmnFJDqLgQVjAo/view;#148 - Ju Gava.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e148.png;https://youtu.be/TfgcfInqBhA;A fé transformou o luto em força até para perdoar | Ep. #148 | com Ju Gava;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#147;Anima Podcast;Os segredos do direito canônico;Pe. Demétrio Gomes;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;27;https://drive.google.com/file/d/1uu8VaDXoOI1MgkTXwPMBzfySiPQtdm_t/view;#147 - Pe. Demétrio Gomes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e147.png;https://youtu.be/DvZdYF6fxIg;Segredos do direito canônico e da vida pastoral | Ep. #147 | com Pe.  Demétrio Gomes;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#146;Anima Podcast;O mistério oculto de São Justino;Pe. André Luiz;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;28;https://drive.google.com/file/d/1RWut8SRH2NFaZupKMsCmzyHC5UcWWVAG/view;#146 - Pe. André Luiz.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e146.png;https://youtu.be/bRZOvxsZ4hU;Fé, Ciência e Tradição | Ep. #146 | com Pe. André Luiz Rodrigues;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#145;Anima Podcast;A verdade por trás da cura;Maria Dulce Arruda;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;29;https://drive.google.com/file/d/16YtBpgq8M39HWwBBtBQMB9LPFhxltQAV/view;#145 - Maria Dulce Arruda.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e145.png;https://youtu.be/5XWP6Krz_Xk;Superando a tragédia: A verdade por trás da cura | Ep. #145  | com  Maria Dulce Arruda;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#144;Anima Podcast;Tudo sobre a Santa Missa;Padre Balbino;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;30;https://drive.google.com/file/d/13TN1pEdOkKTXLnzV3nxY1Zj8UQTO2-mp/view;#144 - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e144.png;https://youtu.be/2jGP0TXkxqU;Tudo sobre a Santa Missa - Parte 6 | Ep. #144 | com Padre Balbino;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#143;Anima Podcast;Estão matando os cristãos;Ana Manente;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;31;https://drive.google.com/file/d/1cXBXGlz6Ms6OCbMow8J2EiOSW4nVK2iM/view;#143 - Ana Manente.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e143.png;https://youtu.be/S-_Yj5X4dQE;Estão matando os cristãos | Ep. #143 | com Ana Manente;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#142;Anima Podcast;Especial São Rafael Arcanjo;Rafael Brito;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;34;https://drive.google.com/file/d/1rk3MpKinY3sm1PP7MRiFC1TMWH_AyzTj/view;#142 - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e142.png;https://youtu.be/TG5MYGEXpNY;Especial São Rafael Arcanjo | Ep. #142 | com Rafael Brito;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#141;Anima Podcast;Milagres no Sertão;Pe. Fabrício Timóteo;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;1;https://drive.google.com/file/d/13AZ531VjIzYlBP00JJpyUADtaYW96bsF/view;#141 - Pe. Fabrício Timóteo.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e141.png;https://youtu.be/O-CYeJApBag;Milagres no Sertão | Ep. #141 | com  Padre Fabrício Timóteo;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#140;Anima Podcast;Perdi meus 4 membros mas não perdi a fé;Jessyca Oliveira;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;6;https://drive.google.com/file/d/12g1s2-ywmHW0j1mywwskMxU4Z_iqpsOz/view;#140 - Jessyca Oliveira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e140.png;https://youtu.be/sPfqCSMl7i4;"Perdi meus 4 membros mas não perdi a fé | Ep. #140 | com  Jessyca ""Jessyborg"" Oliveira";https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#139;Anima Podcast;Jesus foi no motel me salvar;Marcelo Braggion;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;3;https://drive.google.com/file/d/1cfeR97hAIE7O3GI6RkOmoIxyUNExTmOm/view;#139 - Marcelo Braggion.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e139.png;https://youtu.be/G-e9dQ5ArPc;Jesus foi no motel me salvar | Ep. #139 | com  Marcelo Braggion;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#138;Anima Podcast;Especial São Gabriel Arcanjo;Rafael Brito;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;10;https://drive.google.com/file/d/1sAn1vyZiSag3C_B7-5AxoSE25fkWPQnf/view;#138 - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e138.png;https://youtu.be/3RS40ExqazU;Especial São Gabriel Arcanjo | Ep. #138 | com Rafael Brito;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#137;Anima Podcast;A sabedoria de Santo Tomás de Aquino;Sidney Silveira;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;5;https://drive.google.com/file/d/1dHQ3gKETQWPzmuj_17CM3Hi-ISqOfDhk/view;#137 - Sidney Silveira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e137.png;https://youtu.be/AP6lSjgyYhI;A Sabedoria de Santo Tomás de Aquino | Ep. #137 | com Sidney Silveira;https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#136;Anima Podcast;Maternidade sem ansiedade;Araceli Alcântara;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;5;https://drive.google.com/file/d/1-8DyG7ISV7GWfkU2qCsYo6MZeHORQS-8/view;#136 - Araceli Alcântara.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e136.png;https://youtu.be/En0_MbBtGZU;"Maternidade, Ansiedade e o Método ""Bem Grávida"" | Ep. #136 | com  Araceli Alcântara";https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#135;Anima Podcast;Especial São Miguel Arcanjo;Rafael Brito;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;32;https://drive.google.com/file/d/1j8UMk5nJScO0r461CBy125Og7usVtqbt/view;#135b - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e135.png;https://youtu.be/QhH44Ldvfog;SEGREDOS DA SEMANA SANTA: O que não te contaram sobre o Tríduo Pascal | Ep #135 | Com Padre Balbino;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;"Duas versões no Canva (Rafael Brito / Padre Balbino); Drive tem a versão antiga (casal anterior)"
#135;Anima Podcast;Segredos da Semana Santa;Padre Balbino;Casal novo aplicado;Balbino (dedicado);https://www.canva.com/design/DAHT5a_hIdc/edit;1;https://drive.google.com/file/d/16ei9o-mm1wl8qznPIt1yN_k4H_J6TM2T/view;#135a - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e135.png;https://youtu.be/QhH44Ldvfog;SEGREDOS DA SEMANA SANTA: O que não te contaram sobre o Tríduo Pascal | Ep #135 | Com Padre Balbino;https://www.canva.com/design/DAHREPCZ--Y/edit;"Duas versões no Canva (Rafael Brito / Padre Balbino); Drive tem a versão antiga (casal anterior)"
#134;Anima Podcast;Da Disney para a Igreja;Arte Piedosa;Casal novo aplicado;Frames + Duplas;https://www.canva.com/design/DAHT5NdLe6g/edit;11;https://drive.google.com/file/d/1DwMCtMopBB-yA6NNFi9UNGIcLB_5hr6C/view;#134 - Arte Piedosa.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e134.png;https://youtu.be/8Z6v7JsJJNY;Da Disney para a Igreja | Ep. #134 | com Arte Piedosa (Emerson José e Denis Russo);https://www.canva.com/design/DAHREc3WPcM/edit;Drive tem a versão antiga (casal anterior)
#133;Anima Podcast;Tudo sobre Santa Teresinha;Dom Milton Kenan Jr.;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;7;https://drive.google.com/file/d/1WgZYXM9dWLM-TK9-WyF0Pvyd5JkGtSgo/view;#133 - Dom Milton Kenan Jr..png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e133.png;https://youtu.be/WGotFriP9Vo;Tudo sobre Santa Teresinha | Ep. #133 | com Dom Milton Kenan Júnior;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#132;Anima Podcast;Ex-ateu revela a verdade;Guilherme Freire;Casal novo aplicado;Bloco 6 + Cohort 3;https://www.canva.com/design/DAHT5YkS6QU/edit;9;https://drive.google.com/file/d/1zvv1pOmu01f5XLCbkdyGzTw1Ydr8fOiQ/view;#132 - Guilherme Freire.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e132.png;https://youtu.be/r1hmx82ZZQY;Ex-ateu e mestre em filosofia revela a verdade!  | Ep. #132 | com Guilherme Freire;https://www.canva.com/design/DAHQ-2Nd4Ac/edit;Drive tem a versão antiga (casal anterior)
#131;Anima Podcast;Tudo sobre a Santa Missa - Parte 5;Padre Balbino;Casal novo aplicado;Balbino (dedicado);https://www.canva.com/design/DAHT5a_hIdc/edit;2;https://drive.google.com/file/d/1EUudvhTMvnD-FB8PXf_eHd0PcENPdYlb/view;#131 - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e131.png;https://youtu.be/BcV4yT1Bv1k;Tudo sobre a Santa Missa - Parte 5 | Ep. #131 | com Padre Balbino;https://www.canva.com/design/DAHREPCZ--Y/edit;Drive tem a versão antiga (casal anterior)
#130;Anima Podcast;Tudo sobre a Santa Missa;Padre Balbino;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;3;https://drive.google.com/file/d/1XX80xwv3nar4yv42zEd4w2Q9K-gedqvu/view;#130 - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e130.png;https://youtu.be/SgmZRvLnRfc;Tudo sobre a Santa Missa - Parte 4 | Ep. #130 | com Padre Balbino;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#129;Anima Podcast;Fiz 10 milhões e continuei vazia;Valeska Bruzzi;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;4;https://drive.google.com/file/d/1VYAt6ggNANF77GjcIeQ052psnGJ4o1ZX/view;#129 - Valeska Bruzzi.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e129.png;https://youtu.be/dUYao44NzRk;A conversão de Valeska Bruzzi, fenômeno do digital | Ep. #129 | com Valeska Bruzzi;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#128;Anima Podcast;A música que toca corações;Ziza Fernandes;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;5;https://drive.google.com/file/d/1j3clacZtZyVgqYeMixgLL7EJGt1BRfaa/view;#128 - Ziza Fernandes.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e128.png;https://youtu.be/4LbsRAByOkA;A psicóloga que toca corações através da música! | Ep. #128 | com Ziza Fernandes;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#127;Anima Podcast;Tudo sobre o jejum;Eduardo Oliveira;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;6;https://drive.google.com/file/d/1Wl0Cus7CvzsD-1oa3THwaA4OaZCFi7pt/view;#127 - Eduardo Oliveira.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e127.png;https://youtu.be/WVnV1lUcryg;Tudo sobre o jejum: a penitência universal | Ep. #127 | com Eduardo Oliveira;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#126;Anima Podcast;O alimento mais antigo do mundo;Chef Marcelo Horta;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;7;https://drive.google.com/file/d/1lcjsawd_pONZlxr7M0Bll3-PAUKohdhR/view;#126 - Chef Marcelo Horta.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e126.png;https://youtu.be/QDdjwJA9OEw;Transformando Vidas com Pães | Ep. #126 | com Chef Marcelo Horta;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#125;Anima Podcast;O anjo nos abandona quando pecamos?;Rafael Brito;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;8;https://drive.google.com/file/d/10AZ_XZX9C2foYFGlJi8ahSyK6il2oL5h/view;#125 - Rafael Brito.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e125.png;https://youtu.be/o-47C5ckeqg;Tudo que você sempre quis saber sobre anjos e demônios | Ep. #125 | com Rafael Brito;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#124;Anima Podcast;Não passe vergonha na Missa;Padre Balbino;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;9;https://drive.google.com/file/d/1w4xzvEgxD0HkEMrptNQYUdB_aL-LeAzx/view;#124 - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e124.png;https://youtu.be/mEgamDpoJ4w;Tudo sobre a Santa Missa - Parte 3 | Ep. #124 | com Padre Balbino;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#122;Anima Podcast;Sou infértil e vi que foi um plano de Deus;Bruna Gutstein;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;10;https://drive.google.com/file/d/16Sz58XnftI73ORXbkD6S9xhU6_pWuC6r/view;#122 - Bruna Gutstein.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e122.png;https://youtu.be/T7_vAZviZg8;Como a Fé Católica Transforma a Adoção | Ep. #122 | com Bruna Gutstein;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#120;Anima Podcast;De funkeiro briguento a devoto de Cristo;Eduardo Badu;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;11;https://drive.google.com/file/d/1D9hhGKHMEVklLHxlw-PQz8bnZWwQqT42/view;#120 - Eduardo Badu.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e120.png;https://youtu.be/mqRpT62b11s;Como é se converter aos 17 anos? | Ep. #120 | com Eduardo Badu;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#119;Anima Podcast;Os erros que quase todos cometem na Missa;Padre Balbino;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;12;https://drive.google.com/file/d/15yW7KUsE4aYH2rg0kKZtyyIhfQKriqwy/view;#119 - Padre Balbino.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e119.png;https://youtu.be/uoMijlGl3e8;Tudo sobre a Santa Missa - Parte 2 | Ep. #119 | com Padre Balbino;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
#118;Anima Podcast;Ele adotou 46 filhos com deficiência;Tânio Tavares;Casal novo aplicado;Bloco 8 - Arquivo 1;https://www.canva.com/design/DAHT5LIwDx4/edit;13;https://drive.google.com/file/d/1swAaJiyz_cW0S0-JIh2VX_cZR0yyGqzK/view;#118 - Tânio Tavares.png;https://audiovisual-anima.github.io/thumbs-anima/review/casal-lote/e118.png;https://youtu.be/We3PNaqZGiM;A importância da adoção | Ep. #118 | com Tônio Tavares;https://www.canva.com/design/DAHRFAok0yc/edit;Drive tem a versão antiga (casal anterior)
